,Uninfected_1hr_STAT,Uninfected_1hr_LOG2FC,Uninfected_1hr_PVAL,Uninfected_1hr_ADJPVAL
Q29RF7,-0.32694476039304515,0.1827435555543271,0.7642020177594495,0.8650730081323278
E9PAU2,-0.9390919287660219,0.23605804041682998,0.4052754071942665,0.5993909643784363
Q6ZS81,0.2210099693849823,-0.10647750852373727,0.8423274891905408,0.914389175841919
Q96PK6,1.0424768438883263,-0.48428054878733584,0.40047192183209585,0.596467591811098
P22087,1.5439350270146082,-0.49146359399514905,0.20581593042659582,0.4119849519755377
Q6JBY9,0.21068493212564515,-0.07275069133098855,0.8496560038360345,0.9193713682533501
A6NHB5,0.2617075223718725,-0.20173157476135728,0.8149233796514385,0.893047696960365
P49736,-0.33836835953009176,0.14341680642014154,0.7522561616079069,0.8595273471079513
Q7LDG7,1.5907757295816223,-0.7525051979504156,0.207433943702802,0.4127784654443393
Q15366,3.361170035320506,-2.7339651136803096,0.07212210162539495,0.25899734054030654
Q8WU79,0.3358221356229826,-0.1696294138395955,0.7680427023228565,0.8650730081323278
P56181,-1.9120504542956533,1.2330634355809835,0.1760960784859258,0.3896575054882838
Q14669,-4.593625844478898,0.6144036547922342,0.02806191484176482,0.19100206553588314
Q9UPY5,0.39630621927892185,-0.5197151705730909,0.7202665107063541,0.8391347197273781
O14646,1.2059363095966202,-0.3555018085199222,0.35096009676951495,0.5498953991462945
P48634,-0.10324036454425924,0.0515368529522946,0.9241861728169074,0.9543390658941311
Q3V6T2,1.9381769004769382,-1.0238730751004992,0.16756897774106924,0.38155094571977277
O00567,4.372102643322514,-0.7678640788552373,0.029693264087706894,0.19785090702651012
A0A0A0MT60,-0.4668756255476645,0.37091245805295037,0.6659010399376257,0.8038874958095814
P23634,3.6460251501009733,-1.1831061064106947,0.02462265452030136,0.18336635660412656
P52292,-0.014014348127970321,0.008650005886416512,0.989951121838756,0.9930888433025873
Q9BPX3,-0.3597650333586765,0.2040839729920152,0.7373045172527818,0.8501161373788905
P07814,-2.6068855910733553,0.30615888969808847,0.06099725812163932,0.2344926859074879
J3QR44,0.914208496150648,-0.5773696964579926,0.4269190227431074,0.6213839619164785
Q7Z333,-1.1958864023033136,0.5950315658583021,0.3095374168062357,0.5115853390035175
Q8N163,-3.917342613507441,1.5847749538565488,0.023075552097480138,0.17598583708078225
Q96QR8,1.9311514441298396,-0.8830091762657886,0.13209585695679354,0.33446670981460125
O15117,-1.4056005100652833,0.5871658896361422,0.2495158807478879,0.45386078308452027
Q8NI27,-0.925434304230996,0.48513661834690347,0.413459613746565,0.608651012794362
Q9UHB6,-0.3917231387091679,0.13942592429201506,0.7179588597617395,0.8391347197273781
Q8NBJ5,1.7079708530767825,-0.4448255918325117,0.21988498761037825,0.42177938532536186
Q9BQA1,2.314473963396237,-0.5748366036373593,0.13872844051940308,0.3430277455030553
O75122,20.161163507128194,-1.5058401426886072,0.00017393686631553756,0.09666171270622141
P09651,-0.7680569667682424,0.12457160388282862,0.4945140527126694,0.6790182112085026
P07910,-0.3605412764810247,0.20093930064662757,0.7367506741796594,0.8501161373788905
Q96QH2,2.534018563817143,-1.2432282285826206,0.06447043556287518,0.2403031441264409
O00193,3.2477860414366004,-1.3539983018452437,0.04318537471651274,0.22045437254477873
Q5UIP0,-2.9567110127984533,1.0879256718600425,0.06907126474240832,0.2527289629014131
P04899,1.0666959572686319,-1.8595516364214166,0.39179435402927376,0.5897308865799553
P06748,2.805270030281619,-0.9271142610249328,0.06017450960520794,0.23368383177973392
P29350,-1.560744446551847,1.2797347352633006,0.21894190333332322,0.4212468839209532
Q9H1C4,-3.2183004464485405,1.3717981376747703,0.03287284555722622,0.20602486373984355
P46100,0.018466254801406845,-0.0029614111098525964,0.9861541292639907,0.9924253796885629
Q8N6T7,0.07867839426497736,-0.06184234351643347,0.9411246626254147,0.967097258834233
Q5T200,-1.2803690550651838,0.2722079563061377,0.319924323149164,0.5203408444123314
Q5SNT2,1.9239377495677095,-0.33550978705827816,0.18678242500571926,0.400729530833775
F8W930,-1.7202555876567422,0.5071353457646404,0.1704609647011379,0.38399213756519673
Q14004,-6.610295462483631,2.6517341596711095,0.01791024029170708,0.1719324920429036
P49757,2.601521055763688,-1.457647247565627,0.10699979621677393,0.3106518794064045
A0A075B7F8,-2.624944161755055,1.1626403594022636,0.09904317488721659,0.29817282804749196
A0A0A0MT22,-3.825398892027473,1.3106941321728758,0.03605813237980016,0.21331586725620097
P12314,3.065875602534041,-1.0886336826064191,0.039108927432150706,0.2158630603738899
P27105,-1.453003024208801,2.053091267031949,0.26179307381212485,0.465491617199649
P54727,-0.7363606509061285,0.6887259915534103,0.535729978471455,0.7215256944094277
P46940,-2.6993075743676425,1.289093449605139,0.06453638941784354,0.2403031441264409
A0A0B4J1W0,1.435044028459796,-0.7854353320207013,0.2698672585820898,0.47330040608578233
Q5T5H1,1.8958716955305455,-1.2327946544004837,0.13106117934353723,0.33317962459622114
Q9NTZ6,-1.150429727498557,0.3412444440257829,0.32058914584646014,0.5203408444123314
O95487,0.672080227137815,-0.5155301601358655,0.5511654587485226,0.7272397106632003
A0JLT2,-3.130329665836936,0.8052202740173009,0.04967120888917133,0.22552245880005564
Q8WYP5,-0.043884355350451563,0.018948838703946702,0.9670999553563664,0.9842030092292282
Q9UI08,-1.3437701431670128,0.669745117261894,0.2579068019255726,0.4622280324365607
